city,district,front,size,property_age,bedrooms_number,bathrooms_number,livingrooms_number,kitchen_existence,garage_existence,has_driver_room,has_maid_room,is_furnished,has_ac,has_roof,has_pool,has_frontyard,has_basement,is_duplex,has_elevator,has_fireplace,price,rooms_number,house_worker_facilities_existence
 Riyadh,   حي النزهة ,North Westي,640,12,7,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,220000,14,1
 Riyadh,   حي الرائد ,North,312,0,5,5,2,1,1,1,1,0,1,0,0,1,1,0,0,0,120000,12,1
 Riyadh,   حي العارض ,South,250,0,3,5,2,1,1,1,1,1,1,0,0,1,0,1,0,0,110000,10,1
 Riyadh,   حي القادسية ,South,300,0,6,4,1,1,1,1,1,0,0,1,0,0,0,1,0,1,55000,11,1
 Riyadh,   حي الرائد ,East,750,20,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,165000,13,1
 Riyadh,   حي العارض ,South,300,0,4,4,1,0,1,1,1,0,1,0,0,1,0,0,0,0,80000,9,1
 Riyadh,   حي الياسمين ,North Eastي,390,5,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,150000,12,1
 Riyadh,   حي الخليج ,South,375,10,5,5,3,1,1,0,0,0,1,1,0,1,0,0,0,0,65000,13,0
 Riyadh,   حي العارض ,South,440,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,110000,11,1
 Riyadh,   حي الملك فهد ,East,240,14,3,4,2,1,1,0,0,0,1,0,1,1,0,0,0,0,70000,9,0
 Riyadh,   حي القيروان ,West,300,0,5,5,5,1,0,1,1,0,1,0,0,0,0,0,0,0,125000,15,1
 Riyadh,   حي العارض ,North,270,0,7,5,5,1,1,1,1,1,1,1,0,1,0,0,1,0,150000,17,1
 Riyadh,   حي العارض ,South,300,0,4,5,2,1,0,1,1,0,1,0,0,0,0,0,0,0,100000,11,1
 Riyadh,   حي الحزم ,North Westي,360,6,7,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,36000,14,0
 Riyadh,   حي طويق ,North,750,8,6,5,2,0,1,0,1,0,0,1,0,1,0,0,0,1,45000,13,0
 Riyadh,   حي الشرق ,West,245,0,4,5,3,1,1,0,1,0,0,0,0,1,0,1,0,0,40000,12,0
 Riyadh,   حي المهدية ,North,420,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,0,1,75000,15,0
 Riyadh,   حي النرجس ,North,300,3,5,5,2,1,0,1,1,0,0,0,0,1,0,1,0,0,70000,12,1
 Riyadh,   حي الملز ,East,350,12,7,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,85000,14,0
 Riyadh,   حي النسيم الغربي ,North Eastي,500,35,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,32000,9,0
 Riyadh,   حي الجزيرة ,3 شوارع,484,0,7,5,3,1,0,0,0,0,0,1,0,1,0,0,0,1,200000,15,0
 Riyadh,   حي الملك فيصل ,South,375,18,6,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,56000,13,0
 Riyadh,   حي الملقا ,South,200,4,5,5,2,1,1,0,1,0,1,0,0,1,0,1,0,0,90000,12,0
 Riyadh,   حي الرمال ,West,240,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,0,1,40000,11,0
 Riyadh,   حي الملقا ,North,200,0,5,5,2,1,0,0,0,0,1,0,0,1,0,1,0,0,120000,12,0
 Riyadh,   حي الرمال ,North,270,3,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3200,9,0
 Riyadh,   حي العارض ,South,300,0,4,5,4,1,1,0,1,0,1,1,0,1,0,0,0,0,100000,13,0
 Riyadh,   حي القادسية ,South,372,0,5,4,3,1,1,1,1,0,0,0,0,1,0,0,0,1,60000,12,1
 Riyadh,   حي القادسية ,South,372,0,7,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,60000,13,1
 Riyadh,   حي العارض ,West,300,3,5,5,2,1,1,0,1,0,1,0,0,0,0,0,0,0,100000,12,0
 Riyadh,   حي الجزيرة ,West,483,12,5,5,3,1,1,1,1,1,1,0,0,1,1,0,0,0,85000,13,1
 Riyadh,   حي عرقة ,West,227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,55000,11,0
 Riyadh,   حي العليا ,North,300,15,4,4,2,1,1,1,1,0,1,0,1,1,0,1,0,0,130000,10,1
 Riyadh,   حي المنار ,East,450,35,3,3,1,1,1,0,0,0,1,0,0,1,1,0,0,0,65000,7,0
 Riyadh,   حي العزيزية ,West,282,9,4,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,55000,7,0
 Riyadh,   حي المعيزلة ,East,400,5,5,5,2,1,1,0,0,0,0,0,0,1,0,0,0,0,45000,12,0
 Riyadh,   حي العليا ,North Westي,230,0,5,5,2,1,1,0,1,0,1,0,1,0,0,1,0,0,120000,12,0
 Riyadh,   حي ظهرة لبن ,West,450,0,7,5,1,0,1,1,1,0,0,0,0,1,0,0,0,1,60000,13,1
 Riyadh,   حي العقيق ,West,600,4,4,4,2,1,1,1,1,0,1,1,0,1,0,0,0,0,180000,10,1
 Riyadh,   حي طويق ,North,260,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,0,1,5000,14,0
 Riyadh,   حي الرمال ,North Westي,202,0,4,4,1,1,1,0,0,1,1,0,0,1,0,0,0,0,40000,9,0
 Riyadh,   حي النخيل ,West,500,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,250000,12,1
 Riyadh,   حي الرمال ,South,324,0,5,3,1,0,1,0,1,0,0,0,0,1,0,0,0,1,70000,9,0
 Riyadh,   حي الوادي ,North,900,10,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,1,250000,14,1
 Riyadh,   حي التعاون ,West,300,0,4,3,2,1,1,0,1,0,1,0,1,1,1,0,0,0,190000,9,0
 Riyadh,   حي الرمال ,North,300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,0,1,55000,11,0
 Riyadh,   حي غرناطة ,West,330,21,7,4,3,1,1,0,0,0,0,0,0,1,0,1,0,0,80000,14,0
 Riyadh,   حي الروضة ,West,900,20,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,1,110000,11,1
 Riyadh,   حي العريجاء الغربية ,East,600,26,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,1,32000,14,1
 Riyadh,   حي طويق ,North,300,0,6,4,2,1,1,0,1,0,1,1,1,1,0,1,0,1,33000,12,0
 Riyadh,   حي الرمال ,North Westي,265,2,4,5,3,1,1,0,0,0,1,1,0,1,0,0,0,1,45000,12,0
 Riyadh,   حي طويق ,South,300,0,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0,0,55000,12,0
 Riyadh,   حي القادسية ,South,370,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,60000,12,0
 Riyadh,   حي المونسية ,South,200,3,5,4,1,1,1,0,1,0,1,1,0,1,0,0,0,0,60000,10,0
 Riyadh,   حي الربوة ,East,200,7,3,5,2,1,1,0,1,0,1,0,0,0,0,0,0,0,100000,10,0
 Riyadh,   حي العارض ,South,370,0,5,5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,120000,13,0
 Riyadh,   حي العريجاء الوسطى ,West,400,20,7,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,30000,13,0
 Riyadh,   حي الدار البيضاء ,North Eastي,325,7,5,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,53000,9,0
 Riyadh,   حي العليا ,West,500,30,5,4,2,1,1,1,1,0,1,1,1,1,0,0,0,0,80000,11,1
 Riyadh,   حي الفيحاء ,East,500,15,4,3,3,1,0,0,0,0,0,1,0,0,0,0,0,0,55000,10,0
 Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,130000,11,1
 Riyadh,   حي العارض ,North,260,5,5,5,2,1,1,0,1,0,1,0,0,1,0,1,0,0,120000,12,0
 Riyadh,   حي المصيف ,North,550,27,7,5,2,0,1,1,1,0,0,0,0,1,0,0,0,0,70000,14,1
 Riyadh,   حي الهدا ,West,227,0,5,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,55000,11,0
 Riyadh,   حي الرمال ,North Eastي,345,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,45000,11,0
 Riyadh,   حي العقيق ,West,840,7,5,5,3,1,1,1,1,0,1,1,0,1,1,0,0,1,150000,13,1
 Riyadh,   حي العارض ,West,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,0,1,130000,12,1
 Riyadh,   حي الشهداء ,North,300,10,5,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,70000,13,1
 Riyadh,   حي السويدي ,South,500,36,7,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,40000,13,1
 Riyadh,   حي العقيق ,West,900,25,5,5,2,1,0,1,1,0,1,0,0,1,0,0,0,0,200000,12,1
 Riyadh,   حي الرمال ,South,250,3,4,5,1,1,1,1,1,0,0,0,0,1,0,1,0,1,45000,10,1
 Riyadh,   حي الرمال ,South,216,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,43000,11,0
 Riyadh,   حي الندى ,North Westي,270,6,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,9,0
 Riyadh,   حي القادسية ,South,372,0,4,4,3,1,1,1,1,0,0,0,0,1,0,0,0,1,58000,11,1
 Riyadh,   حي الرمال ,North,265,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,46000,12,0
 Riyadh,   حي الرمال ,East,222,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,0,1,60000,14,0
 Riyadh,   حي النفل ,South,250,8,6,4,2,1,1,1,0,0,1,1,1,1,0,0,0,0,100000,12,0
 Riyadh,   حي الرمال ,North,300,0,7,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,46000,13,0
 Riyadh,   حي ام الحمام الشرقي ,South,400,25,7,5,2,1,1,0,0,1,1,1,0,1,0,0,0,0,65000,14,0
 Riyadh,   حي السليمانية ,North Eastي,312,20,5,4,2,1,1,1,1,0,1,0,0,1,0,1,0,0,65000,11,1
 Riyadh,   حي النرجس ,West,220,0,3,4,1,1,1,1,1,0,1,0,0,1,0,1,0,0,80000,8,1
 Riyadh,   حي النرجس ,South,600,0,5,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,150000,11,0
 Riyadh,   حي الروضة ,West,450,30,6,5,1,1,1,1,0,0,1,0,0,1,0,0,0,0,50000,12,0
 Riyadh,   حي الرمال ,North,300,0,4,5,2,0,1,0,1,0,0,1,0,1,0,0,0,1,45000,11,0
 Riyadh,   حي التعاون ,West,250,12,5,5,2,1,1,1,1,0,1,0,0,1,0,1,0,0,90000,12,1
 Riyadh,   حي الرمال ,West,360,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,550000,10,0
 Riyadh,   حي طويق ,East,390,2,4,4,3,1,0,1,1,0,0,0,0,1,0,0,0,1,35000,11,1
 Riyadh,   حي الخليج ,South,525,16,5,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,50000,8,0
 Riyadh,   حي القيروان ,South Westي,337,3,4,3,2,1,1,0,1,0,1,1,0,1,0,0,1,0,140000,9,0
 Riyadh,   حي حطين ,North,400,0,4,5,3,1,1,1,1,1,1,1,1,1,0,0,0,1,400000,12,1
 Riyadh,   حي ظهرة البديعة ,West,570,29,7,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,60000,14,1
 Riyadh,   حي السليمانية ,North Eastي,320,10,3,4,1,1,1,1,1,0,0,0,0,1,0,1,0,0,90000,8,1
 Riyadh,   حي ظهرة لبن ,West,450,0,5,5,2,1,1,0,0,0,0,1,0,0,0,0,0,0,60000,12,0
 Riyadh,   حي النخيل ,West,300,6,4,5,2,1,1,1,1,0,0,0,0,1,0,1,0,0,120000,11,1
 Riyadh,   حي الملز ,South,750,30,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,120000,13,1
 Riyadh,   حي الصحافة ,East,325,8,4,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,90000,10,0
 Riyadh,   حي المونسية ,South,312,0,7,5,2,1,1,1,1,0,0,1,0,1,0,0,1,1,90000,14,1
 Riyadh,   حي الدار البيضاء ,East,300,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,18000,7,0
 Riyadh,   حي حطين ,South,263,3,5,5,3,1,1,1,1,0,1,1,0,1,0,1,1,0,160000,13,1
 Riyadh,   حي الملقا ,South,200,2,5,5,2,1,1,0,1,0,1,1,0,1,0,1,0,0,90000,12,0
 Riyadh,   حي النفل ,South,250,8,5,4,2,1,1,1,0,0,1,0,1,1,0,0,0,0,100000,11,0
 Riyadh,   حي طويق ,East,375,2,5,5,3,1,1,0,1,0,0,1,0,1,0,0,0,1,38000,13,0
 Riyadh,   حي العارض ,North,326,0,4,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,140000,12,1
 Riyadh,   حي النرجس ,East,372,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,160000,10,1
 Riyadh,   حي النخيل ,South Westي,420,15,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,0,140000,13,1
 Riyadh,   حي الشرق ,North Westي,300,0,6,4,2,1,1,0,0,0,1,0,0,1,0,0,0,1,50000,12,0
 Riyadh,   حي الرمال ,North,300,0,5,5,2,1,1,0,0,0,0,0,0,1,0,0,0,1,45000,12,0
 Riyadh,   حي الياسمين ,North,300,3,4,5,2,1,1,1,1,0,1,0,0,1,0,1,0,0,110000,11,1
 Riyadh,   حي الرمال ,North,300,0,5,4,2,1,1,0,0,0,0,0,0,1,0,1,0,1,45000,11,0
 Riyadh,   حي السفارات ,West,250,0,3,5,1,1,1,1,1,0,1,0,0,0,0,1,0,0,212000,9,1
 Riyadh,   حي ظهرة البديعة ,West,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,0,0,39000,14,0
 Riyadh,   حي الجنادرية ,North,240,0,4,5,2,1,1,0,0,1,1,0,0,0,0,0,0,0,33000,11,0
 Riyadh,   حي الربوة ,East,200,2,7,5,2,1,1,0,1,0,1,0,0,1,0,0,0,0,85000,14,0
 Riyadh,   حي جرير ,South Eastي,550,33,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,120000,12,0
 Riyadh,   حي ظهرة لبن ,West,320,3,4,4,2,1,1,0,1,0,1,0,0,1,0,1,0,0,47000,10,0
 Riyadh,   حي الجنادرية ,South,276,0,2,4,1,1,1,0,0,0,0,1,0,1,0,1,0,0,27000,7,0
 Riyadh,   حي حطين ,East,250,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,100000,11,1
 Riyadh,   حي الياسمين ,East,400,5,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,90000,11,1
 Riyadh,   حي النخيل ,South,262,8,6,5,2,1,1,1,1,0,1,0,0,1,1,1,0,0,180000,13,1
 Riyadh,   حي القدس ,North,1350,25,5,5,5,1,1,1,1,0,1,1,0,1,0,0,0,1,160000,15,1
 Riyadh,   حي الملقا ,4 شوارع,300,2,4,4,2,1,1,1,1,1,1,0,1,1,0,0,0,0,140000,10,1
 Riyadh,   حي قرطبة ,West,200,3,5,5,3,1,1,0,1,0,1,0,0,1,0,1,0,0,75000,13,0
 Riyadh,   حي ظهرة لبن ,North,200,5,7,5,2,1,1,0,1,0,0,0,0,0,0,1,1,0,40000,14,0
 Riyadh,   حي طويق ,West,350,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,0,1,38000,12,0
 Riyadh,   حي طويق ,South Westي,300,0,7,5,2,1,1,0,0,0,0,0,0,1,0,1,0,1,36000,14,0
 Riyadh,   حي طويق ,North,350,0,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,1,55000,14,0
 Riyadh,   حي العارض ,West,200,0,6,5,3,1,1,1,1,1,1,0,0,1,0,1,0,0,130000,14,1
 Riyadh,   حي العليا ,South,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,95000,12,1
 Riyadh,   حي ظهرة لبن ,West,450,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,9,0
 Riyadh,   حي الربيع ,North,500,10,4,5,3,1,1,0,1,0,1,1,0,1,0,0,0,0,110000,12,0
 Riyadh,   حي المهدية ,North,200,2,4,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,42000,11,0
 Riyadh,   حي النرجس ,South,375,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,140000,11,1
 Riyadh,   حي ظهرة لبن ,West,450,2,7,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,60000,14,0
 Riyadh,   حي الازدهار ,South,375,8,6,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,95000,13,1
 Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,130000,11,1
 Riyadh,   حي طويق ,North,300,0,7,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,35000,12,0
 Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,1,0,0,0,0,0,0,130000,11,1
 Riyadh,   حي العارض ,South,230,0,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,70000,11,1
 Riyadh,   حي غرناطة ,East,350,20,5,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,50000,12,0
 Riyadh,   حي القيروان ,North Westي,400,0,4,5,1,1,1,1,1,0,1,1,0,0,0,0,0,0,140000,10,1
 Riyadh,   حي الرمال ,East,206,0,4,4,2,1,1,0,1,0,1,0,0,0,0,1,0,0,55000,10,0
 Riyadh,   حي العليا ,South,520,25,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,95000,12,1
 Riyadh,   حي عرقة ,South Westي,200,11,6,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,45000,12,1
 Riyadh,   حي الرمال ,South,325,0,4,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,55000,8,0
 Riyadh,   حي السعادة ,North,420,0,6,5,3,0,1,0,1,0,0,1,0,1,0,0,0,1,60000,14,0
 Riyadh,   حي الرمال ,West,375,2,4,5,1,1,1,1,1,0,1,1,1,1,0,0,0,1,50000,10,1
 Riyadh,   حي الرمال ,West,350,0,5,4,2,1,1,0,1,0,0,1,0,0,0,0,0,0,60000,11,0
 Riyadh,   حي الرمال ,North,350,0,7,4,1,1,1,1,1,0,0,0,0,1,0,0,0,1,40000,12,1
 Riyadh,   حي المنار ,East,300,10,7,5,2,1,1,0,1,0,1,0,0,1,0,1,0,0,60000,14,0
 Riyadh,   حي العليا ,East,600,13,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,100000,12,1
 Riyadh,   حي اليرموك ,North,300,11,7,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,65000,14,1
 Riyadh,   حي العليا ,North Westي,280,8,4,5,2,1,1,0,1,0,1,0,0,0,0,1,0,0,80000,11,0
 Riyadh,   حي القادسية ,East,250,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,50000,12,0
 Riyadh,   حي الشهداء ,West,350,11,4,4,2,0,1,1,1,0,0,0,0,0,0,0,0,0,65000,10,1
 Riyadh,   حي الرمال ,East,298,0,4,4,1,1,1,0,1,0,1,1,0,1,0,0,0,1,5000,9,0
 Riyadh,   حي أحد ,South Westي,375,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,0,1,40000,11,1
 Riyadh,   حي الرمال ,South Eastي,230,0,4,4,2,1,1,0,0,0,0,0,0,1,0,0,0,1,40000,10,0
 Riyadh,   حي العليا ,North,450,25,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,115000,11,1
 Riyadh,   حي العارض ,South,300,0,4,5,2,1,1,0,0,0,1,1,0,1,0,0,0,0,100000,11,0
 Riyadh,   حي التعاون ,South,250,0,4,4,2,1,1,0,1,0,1,0,1,1,0,0,0,0,130000,10,0
 Riyadh,   حي المونسية ,South,250,0,6,5,2,0,1,0,1,0,0,0,0,1,0,0,0,1,60000,13,0
 Riyadh,   حي اليرموك ,South,400,7,4,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,45000,10,0
 Riyadh,   حي اشبيلية ,South,300,3,6,5,2,1,1,1,1,0,1,0,0,1,0,1,0,0,95000,13,1
 Riyadh,   حي العليا ,South,520,23,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,95000,12,1
 Riyadh,   حي طويق ,South,300,2,7,4,2,1,1,0,0,0,0,0,0,0,0,1,0,1,35000,13,0
 Riyadh,   حي العارض ,South,225,0,5,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,130000,13,0
 Riyadh,   حي النرجس ,West,250,0,3,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,85000,10,1
 Riyadh,   حي النرجس ,West,270,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,100000,11,1
 Riyadh,   حي السويدي الغربي ,East,400,19,4,5,2,1,1,0,1,0,1,0,1,1,0,0,0,0,80000,11,0
 Riyadh,   حي غرناطة ,West,312,20,5,5,3,1,1,0,1,0,1,0,0,1,0,1,0,1,60000,13,0
 Riyadh,   حي الاندلس ,South Eastي,600,30,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,40000,14,1
 Riyadh,   حي القادسية ,West,250,0,6,4,3,0,1,0,1,0,0,0,0,0,0,1,0,1,55000,13,0
 Riyadh,   حي النرجس ,North Eastي,300,0,7,5,3,1,1,1,1,1,1,1,0,1,0,0,0,0,90000,15,1
 Riyadh,   حي المونسية ,West,300,3,7,5,2,1,1,1,1,0,1,0,0,0,0,1,0,0,58000,14,1
 Riyadh,   حي الرمال ,North Westي,388,0,5,4,2,1,1,1,1,0,1,1,0,1,0,0,0,0,55000,11,1
 Riyadh,   حي العليا ,3 شوارع,750,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,150000,12,1
 Riyadh,   حي طويق ,West,400,32,5,3,1,1,1,0,0,0,0,0,0,1,0,0,0,0,800000,9,0
 Riyadh,   حي الملقا ,South,375,3,4,4,1,1,1,1,1,0,1,0,0,1,0,0,0,0,130000,9,1
 Riyadh,   حي الرمال ,West,300,0,5,5,2,1,1,1,1,0,0,1,0,1,0,1,0,0,43000,12,1
 Riyadh,   حي القيروان ,East,200,5,4,5,3,1,1,1,1,0,1,0,0,1,0,1,0,0,80000,12,1
 Riyadh,   حي الرائد ,East,298,15,3,5,3,1,1,1,1,0,1,0,0,1,0,1,0,0,120000,11,1
 Riyadh,   حي ظهرة لبن ,West,375,0,7,5,3,1,1,0,1,0,0,1,0,1,0,0,0,1,60000,15,0
 Riyadh,   حي اليرموك ,North,300,0,5,4,2,1,0,0,1,0,1,1,0,1,0,1,0,1,70000,11,0
 Riyadh,   حي ظهرة لبن ,South,200,0,5,5,1,1,0,0,0,0,1,1,0,0,0,1,0,0,40000,11,0
 Riyadh,   حي ام الحمام الغربي ,West,300,23,5,4,1,1,1,0,0,0,0,1,0,1,0,0,0,0,48000,10,0
 Riyadh,   حي ام الحمام الغربي ,North Westي,200,10,6,4,1,1,0,0,0,0,0,1,0,1,0,0,0,0,50000,11,0
 Riyadh,   حي الرمال ,North,300,3,3,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,40000,9,0
 Riyadh,   حي القيروان ,North,300,0,4,5,2,1,1,1,1,0,0,0,0,0,0,0,0,0,100000,11,1
 Riyadh,   حي مطار الملك خالد الدولي ,3 شوارع,300,0,4,5,1,1,1,0,1,0,1,0,0,1,0,1,0,0,100000,10,0
 Riyadh,   حي القادسية ,North Westي,350,0,4,4,2,1,1,1,1,0,0,1,0,1,0,0,0,1,50000,10,1
 Riyadh,   حي قرطبة ,West,140,3,5,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,70000,11,0
 Riyadh,   حي الصفا ,West,300,0,1,4,2,1,1,1,1,0,1,0,0,1,0,0,0,0,80000,7,1
 Riyadh,   حي المرسلات ,North,450,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,125000,12,1
 Riyadh,   حي العليا ,South Westي,300,15,4,3,1,1,1,1,0,0,1,0,1,1,0,0,0,0,120000,8,0
 Riyadh,   حي القادسية ,East,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,0,1,55000,12,0
 Riyadh,   حي العليا ,East,350,4,4,4,2,1,1,1,1,0,1,0,0,0,0,1,0,0,90000,10,1
 Riyadh,   حي الواحة ,West,500,30,5,5,5,1,1,1,1,0,1,1,0,1,0,0,0,0,100000,15,1
 Riyadh,   حي السليمانية ,North,185,25,2,3,2,1,1,0,0,0,1,0,1,1,0,0,0,0,85000,7,0
 Riyadh,   حي بدر ,North,300,15,7,5,1,1,1,0,1,0,0,0,0,1,0,1,0,0,40000,13,0
 Riyadh,   حي الرمال ,South,345,0,7,5,3,1,1,0,1,0,0,0,0,1,0,0,0,1,50000,15,0
 Riyadh,   حي الندى ,East,250,0,4,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,180000,13,1
 Riyadh,   حي غرناطة ,4 شوارع,260,11,4,3,3,1,1,0,1,1,1,0,1,0,0,0,0,0,190000,10,0
 Riyadh,   حي القيروان ,East,200,5,4,5,3,1,0,1,1,0,1,0,0,1,0,0,0,0,75000,12,1
 Riyadh,   حي الرمال ,North,400,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,0,0,45000,11,1
 Riyadh,   حي ظهرة لبن ,East,450,0,5,5,1,1,1,1,1,0,0,1,0,1,0,0,0,0,85000,11,1
 Riyadh,   حي بدر ,South,400,0,7,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,38000,13,0
 Riyadh,   حي الملك فهد ,West,450,23,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,90000,12,1
 Riyadh,   حي طويق ,South Westي,400,36,7,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,40000,17,0
 Riyadh,   حي النظيم ,East,400,0,4,4,2,1,1,0,0,0,0,1,0,1,0,0,0,0,40000,10,0
 Riyadh,   حي بدر ,South,344,0,4,4,2,1,1,0,1,0,0,0,0,1,0,0,0,1,35000,10,0
 Riyadh,   حي النزهة ,East,375,12,4,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,130000,10,1
 Riyadh,   حي الرمال ,South Westي,300,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,0,1,40000,10,1
 Riyadh,   حي الرمال ,South Eastي,260,0,7,5,2,0,1,1,0,0,0,0,0,1,0,0,0,1,43000,14,0
 Riyadh,   حي الملقا ,North Westي,200,0,4,4,2,0,1,0,0,0,0,0,0,1,0,1,0,0,120000,10,0
 Riyadh,   حي اشبيلية ,North,370,10,5,5,1,1,1,0,0,0,0,1,0,1,0,0,0,1,50000,11,0
 Riyadh,   حي السعادة ,North,420,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,0,1,60000,12,0
 Riyadh,   حي طويق ,East,420,0,3,5,1,1,1,0,0,0,0,0,0,1,0,0,0,1,35000,9,0
 Riyadh,   حي الملقا ,South,400,0,7,5,3,1,1,1,1,0,1,0,0,1,0,0,1,0,120000,15,1
 Riyadh,   حي العارض ,East,337,0,4,5,1,0,1,1,1,0,0,1,0,1,0,0,0,0,80000,10,1
 Riyadh,   حي القيروان ,North Westي,400,0,4,5,2,0,1,1,1,0,0,1,0,1,0,0,0,0,140000,11,1
 Riyadh,   حي الحزم ,West,300,0,7,5,2,1,1,0,1,0,0,1,0,1,0,1,0,1,30000,14,0
 Riyadh,   حي السويدي ,East,500,35,7,5,3,1,1,1,1,0,0,1,0,1,0,0,0,0,45000,15,1
 Riyadh,   حي العارض ,West,375,2,3,4,3,1,1,1,1,0,1,0,0,0,0,0,0,0,83000,10,1
