city,district,front,size,property_age,bedrooms_number,bathrooms_number,livingrooms_number,kitchen_existence,garage_existence,has_driver_room,has_maid_room,is_furnished,has_ac,has_roof,has_pool,has_frontyard,has_basement,is_duplex,has_elevator,has_fireplace,price,rooms_number,house_worker_facilities_existence
 Riyadh,   حي طويق ,West,300,3,4,5,2,1,1,0,0,0,1,1,1,1,0,1,0,1,38000,11,0
 Riyadh,   حي الرحمانية ,South,396,7,6,5,2,1,1,1,1,0,1,0,0,0,0,0,0,0,145000,13,1
 Riyadh,   حي الوادي ,West,300,15,6,3,1,1,1,1,1,1,1,0,1,1,0,0,0,0,130000,10,1
 Riyadh,   حي السليمانية ,3 شوارع,300,16,3,5,2,1,0,0,1,0,0,1,1,1,0,0,0,0,65000,10,0
 Riyadh,   حي الرمال ,West,375,0,5,5,3,1,1,1,1,0,0,1,0,1,0,1,0,0,48000,13,1
 Riyadh,   حي ظهرة لبن ,East,520,0,6,3,1,1,0,0,1,0,0,0,0,1,0,0,0,1,50000,10,0
 Riyadh,   حي الملز ,East,600,35,3,3,3,1,1,1,1,0,1,1,1,1,0,0,0,0,60000,9,1
 Riyadh,   حي العارض ,East,312,0,3,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,100000,7,0
 Riyadh,   حي العارض ,South,475,0,5,5,5,0,1,0,0,0,1,1,0,1,0,1,0,0,179000,15,0
 Riyadh,   حي ديراب ,South Westي,375,0,5,5,2,1,1,1,0,0,0,1,0,1,0,0,0,1,50000,12,0
 Riyadh,   حي الملقا ,4 شوارع,300,3,4,4,1,1,1,1,1,1,1,0,1,1,0,0,0,0,140000,9,1
 Riyadh,   حي المونسية ,West,388,0,6,4,3,0,1,1,0,0,0,0,1,1,0,1,0,1,70000,13,0
 Riyadh,   حي العريجاء الغربية ,East,200,5,5,4,2,1,1,0,0,0,0,1,0,0,0,1,0,0,35000,11,0
 Riyadh,   حي اشبيلية ,East,250,0,5,3,2,1,1,0,1,0,0,1,0,1,0,0,0,0,58000,10,0
 Riyadh,   حي الرمال ,West,300,0,5,4,2,1,1,0,0,0,1,0,0,1,0,0,0,1,46000,11,0
 Riyadh,   حي العريجاء الوسطى ,West,400,35,5,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,100000,12,0
 Riyadh,   حي طويق ,South,300,5,5,5,2,1,1,0,0,0,0,1,0,0,0,1,0,0,30000,12,0
 Riyadh,   حي العارض ,West,340,0,5,5,3,0,1,1,1,0,1,0,1,1,0,0,1,0,220000,13,1
 Riyadh,   حي الورود ,East,1392,15,7,5,4,1,1,1,1,0,1,1,0,1,1,0,0,0,350000,16,1
 Riyadh,   حي السليمانية ,West,420,17,6,5,3,1,1,1,1,0,0,1,0,1,0,0,1,1,150000,14,1
 Riyadh,   حي المونسية ,North,360,2,4,4,2,0,1,1,1,0,0,1,0,1,0,0,0,0,65000,10,1
 Riyadh,   حي المونسية ,South,323,3,4,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,80000,11,1
 Riyadh,   حي الرمال ,South Westي,300,0,4,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,4500,11,0
 Riyadh,   حي المونسية ,North,350,2,5,5,1,1,1,1,1,0,0,0,0,1,0,0,0,0,65000,11,1
 Riyadh,   حي المونسية ,West,313,2,4,5,2,1,1,1,1,1,1,1,0,1,0,0,0,0,70000,11,1
 Riyadh,   حي الرمال ,East,380,3,3,4,2,1,1,0,1,0,0,1,0,0,0,0,0,0,40000,9,0
 Riyadh,   حي العارض ,South Eastي,260,0,4,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,150000,11,1
 Riyadh,   حي الرحمانية ,North,300,2,3,5,2,1,1,1,1,0,1,1,1,1,1,0,0,0,220000,10,1
 Riyadh,   حي النرجس ,East,280,0,3,4,2,1,1,1,1,0,0,0,0,1,0,1,0,0,95000,9,1
 Riyadh,   حي ظهرة لبن ,West,200,6,5,5,3,1,1,0,1,0,1,0,0,1,0,1,0,0,35000,13,0
 Riyadh,   حي النهضة ,West,750,24,5,4,1,1,1,0,1,0,1,0,0,0,0,0,0,0,85000,10,0
 Riyadh,   حي الروضة ,North Westي,880,18,7,5,3,1,1,1,1,0,1,1,0,1,0,0,0,1,120000,15,1
 Riyadh,   حي الرمال ,North,260,0,6,5,3,1,1,0,1,0,0,0,0,1,0,0,0,0,50400,14,0
 Riyadh,   حي العليا ,West,300,13,4,5,2,1,1,0,1,0,1,0,1,1,0,0,0,0,100000,11,0
 Riyadh,   حي الشرق ,North,300,4,4,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,40000,11,0
 Riyadh,   حي ظهرة لبن ,West,375,0,7,5,3,1,1,0,1,0,0,0,0,1,0,0,0,1,36000,15,0
 Riyadh,   حي طويق ,South Eastي,255,4,1,5,2,1,1,0,1,1,1,1,0,1,0,0,0,0,40000,8,0
 Riyadh,   حي طويق ,East,340,3,5,5,2,1,1,0,1,0,0,1,0,0,0,1,0,1,32000,12,0
 Riyadh,   حي القادسية ,South,300,0,2,5,2,1,1,0,1,1,0,0,0,1,0,1,0,1,60000,9,0
 Riyadh,   حي الرحمانية ,West,300,5,3,5,2,1,1,1,1,0,1,0,1,1,1,0,0,0,220000,10,1
 Riyadh,   حي الرمال ,East,375,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,45000,12,0
 Riyadh,   حي الملقا ,North,200,0,5,5,2,0,0,0,0,0,1,0,0,1,0,1,0,0,120000,12,0
 Riyadh,   حي الرمال ,South,380,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,45000,12,1
 Riyadh,   حي الرمال ,North,390,3,4,5,2,1,0,0,1,0,0,0,0,0,0,0,0,0,50000,11,0
 Riyadh,   حي المهدية ,North,450,0,3,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,40000,9,0
 Riyadh,   حي الرمال ,North,390,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,47000,11,0
 Riyadh,   حي الرمال ,South,390,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,45000,11,0
 Riyadh,   حي ظهرة البديعة ,West,312,7,6,5,2,1,1,0,1,1,1,0,0,1,0,0,0,0,52000,13,0
 Riyadh,   حي الياسمين ,North,350,3,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,95000,11,1
 Riyadh,   حي الياسمين ,West,350,0,5,5,1,1,1,1,1,0,1,0,0,1,0,0,0,0,95000,11,1
 Riyadh,   حي الجنادرية ,North,360,0,5,5,1,1,1,0,1,0,0,1,0,1,0,0,0,1,35000,11,0
 Riyadh,   حي التعاون ,West,250,15,5,5,4,1,1,1,1,0,1,0,0,1,0,1,0,0,100000,14,1
 Riyadh,   حي الجنادرية ,West,246,0,5,5,2,1,1,0,0,0,0,0,0,0,0,0,0,0,40000,12,0
 Riyadh,   حي الرمال ,West,372,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,48000,12,0
 Riyadh,   حي الرمال ,East,370,0,3,4,1,0,1,0,0,0,0,1,0,1,0,0,0,0,47000,8,0
 Riyadh,   حي العريجاء الغربية ,North,400,35,5,3,1,1,1,0,1,0,1,0,0,0,0,0,0,1,30000,9,0
 Riyadh,   حي عرقة ,West,400,4,7,5,1,1,1,1,1,0,0,1,0,1,0,0,0,0,80000,13,1
 Riyadh,   حي القادسية ,South,370,0,5,4,2,1,1,0,1,0,0,1,0,1,0,0,1,0,60000,11,0
 Riyadh,   حي ظهرة لبن ,North,200,4,7,5,4,1,1,0,0,0,0,0,0,1,0,1,0,0,35000,16,0
 Riyadh,   حي الشرق ,East,256,0,5,5,3,1,1,0,1,0,0,1,0,1,0,0,0,1,40000,13,0
 Riyadh,   حي الفيحاء ,North Westي,650,12,7,5,3,1,1,1,1,0,1,1,1,1,0,0,0,1,100000,15,1
 Riyadh,   حي الرمال ,North,300,0,5,5,2,1,1,0,1,0,0,1,0,1,0,1,0,0,40000,12,0
 Riyadh,   حي الرمال ,South,220,0,6,4,2,1,0,0,1,0,0,0,0,1,0,0,0,0,40000,12,0
 Riyadh,   حي الرمال ,North,220,0,3,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,40000,9,0
 Riyadh,   حي القادسية ,South,360,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,55000,11,0
 Riyadh,   حي السليمانية ,North,2944,0,5,4,3,1,0,1,0,0,1,1,1,1,0,0,0,0,700000,12,0
 Riyadh,   حي طويق ,North,495,3,5,5,1,1,1,0,1,0,0,1,0,1,0,1,0,0,35000,11,0
 Riyadh,   حي الشهداء ,North,300,11,5,5,3,0,1,1,1,0,0,1,0,1,0,0,0,0,70000,13,1
 Riyadh,   حي الملك فهد ,East,825,34,7,5,5,1,1,1,1,0,1,1,0,1,1,0,0,1,145000,17,1
 Riyadh,   حي العقيق ,West,900,20,5,5,4,1,1,1,1,0,1,0,0,1,0,0,0,0,200000,14,1
 Riyadh,   حي القادسية ,South,360,0,4,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,55000,10,0
 Riyadh,   حي الروابي ,West,250,23,5,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,10,0
 Riyadh,   حي العارض ,North Eastي,200,5,3,5,3,1,1,1,1,1,1,0,0,1,0,1,0,0,110000,11,1
 Riyadh,   حي الرائد ,East,350,0,6,5,2,1,1,1,1,1,1,0,0,1,0,0,0,0,300000,13,1
 Riyadh,   حي العارض ,West,300,0,4,5,2,1,1,1,1,0,1,1,0,1,0,1,0,0,130000,11,1
 Riyadh,   حي القادسية ,East,250,0,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,50000,12,0
 Riyadh,   حي الرمال ,South,216,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,40000,11,0
 Riyadh,   حي الرمال ,North,360,0,4,5,3,1,1,0,0,0,0,1,0,1,0,1,0,0,50000,12,0
 Riyadh,   حي الرمال ,East,335,0,4,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,43000,11,0
 Riyadh,   حي الرمال ,South,372,0,5,4,2,1,1,1,1,0,0,1,0,1,0,0,0,1,50000,11,1
 Riyadh,   حي الشفا ,South,500,26,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,30000,12,1
 Riyadh,   حي الياسمين ,North Westي,500,10,4,5,2,1,1,1,1,0,1,1,1,1,0,0,0,0,110000,11,1
 Riyadh,   حي الرمال ,North,300,0,4,5,1,1,1,0,1,0,1,1,0,0,0,0,0,0,43000,10,0
 Riyadh,   حي النسيم الشرقي ,South Eastي,600,20,5,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,35000,8,0
 Riyadh,   حي القادسية ,West,370,0,4,3,2,0,1,1,1,1,0,1,0,1,0,0,0,0,55000,9,1
 Riyadh,   حي الملز ,South Westي,750,35,7,4,2,1,1,0,1,0,0,0,0,1,0,0,0,0,70000,13,0
 Riyadh,   حي النرجس ,East,375,2,5,5,1,1,1,1,1,0,1,0,0,1,0,1,0,0,100000,11,1
 Riyadh,   حي النرجس ,East,375,2,5,5,2,1,1,1,1,0,1,0,0,0,0,1,0,0,100000,12,1
 Riyadh,   حي القيروان ,North,337,0,5,5,3,1,0,1,1,0,1,0,0,0,0,0,0,1,120000,13,1
 Riyadh,   حي الجزيرة ,South Westي,482,25,5,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,70000,9,1
 Riyadh,   حي حطين ,South,263,5,7,5,3,1,1,1,1,0,0,1,0,1,0,1,1,1,160000,15,1
 Riyadh,   حي الروضة ,West,400,29,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,70000,12,0
 Riyadh,   حي شبرا ,3 شوارع,1400,30,5,5,2,1,1,1,1,0,1,1,1,1,0,0,0,1,150000,12,1
 Riyadh,   حي ظهرة لبن ,East,312,0,4,5,2,0,0,1,1,0,0,1,0,1,0,0,0,1,60000,11,1
 Riyadh,   حي الملقا ,North,228,0,4,4,1,1,0,1,0,0,1,0,0,1,0,0,0,0,130000,9,0
 Riyadh,   حي الشرق ,West,380,0,5,2,2,1,1,0,1,0,0,0,0,1,0,0,0,1,45000,9,0
 Riyadh,   حي الرمال ,West,300,0,4,5,2,1,1,0,1,0,0,1,0,1,0,1,0,0,45000,11,0
 Riyadh,   حي ظهرة لبن ,South Eastي,200,3,7,5,1,1,0,0,0,0,1,0,0,1,0,1,0,0,40000,13,0
 Riyadh,   حي المونسية ,West,300,0,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,60000,13,1
 Riyadh,   حي القادسية ,South,372,0,4,4,1,0,1,1,1,0,0,0,0,1,0,0,0,1,60000,9,1
 Riyadh,   حي الرمال ,East,300,0,5,5,3,1,1,0,1,0,0,1,0,1,0,1,0,0,46000,13,0
 Riyadh,   حي بدر ,3 شوارع,870,33,5,5,2,1,1,1,0,0,0,1,0,1,0,0,0,0,65000,12,0
 Riyadh,   حي الضباط ,North Westي,750,15,7,5,5,1,1,1,1,1,1,0,0,1,0,0,0,0,115000,17,1
 Riyadh,   حي الربوة ,North Westي,300,0,4,4,2,1,1,1,1,0,1,1,1,1,1,1,0,0,125000,10,1
 Riyadh,   حي عكاظ ,West,375,0,5,3,1,1,1,0,1,0,0,0,0,0,0,0,0,1,35000,9,0
 Riyadh,   حي المونسية ,South,375,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,0,1,55000,11,1
 Riyadh,   حي القدس ,West,540,25,5,5,2,1,1,1,0,0,1,1,0,1,0,0,0,1,90000,12,0
 Riyadh,   حي الرمال ,South Eastي,400,0,3,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,45000,9,1
 Riyadh,   حي اشبيلية ,East,225,5,5,5,2,0,1,0,0,0,0,0,0,1,0,0,0,0,65000,12,0
 Riyadh,   حي السليمانية ,South,750,30,7,5,4,1,1,1,1,0,1,1,0,1,0,0,0,1,200000,16,1
 Riyadh,   حي الرمال ,North,270,0,4,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,45000,9,0
 Riyadh,   حي الصحافة ,East,365,10,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,60000,12,1
 Riyadh,   حي بدر ,South Eastي,270,0,4,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,35000,11,0
 Riyadh,   حي الهدا ,North,250,11,3,3,2,1,1,1,1,0,1,0,0,1,0,1,0,0,90000,8,1
 Riyadh,   حي الرمال ,West,300,0,4,4,2,1,1,1,0,0,0,0,0,1,0,0,0,0,50000,10,0
 Riyadh,   حي النرجس ,South Westي,280,0,7,5,2,1,1,1,1,0,0,0,0,1,0,0,0,0,95000,14,1
 Riyadh,   حي المرسلات ,East,700,30,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,140000,12,1
 Riyadh,   حي عليشة ,South Westي,1000,30,5,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,140000,13,1
 Riyadh,   حي طويق ,East,360,0,5,5,1,1,1,0,1,0,0,0,0,1,0,0,0,1,45000,11,0
 Riyadh,   حي الملقا ,South,375,2,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,130000,11,1
 Riyadh,   حي طويق ,North,450,6,5,5,2,1,1,0,1,0,0,1,0,1,0,1,0,1,37500,12,0
 Riyadh,   حي النزهة ,West,500,12,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,130000,12,1
 Riyadh,   حي السويدي ,North,250,5,6,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,52000,14,1
 Riyadh,   حي الرائد ,East,735,14,5,5,3,1,0,1,1,0,0,1,0,0,0,0,0,0,175000,13,1
 Riyadh,   حي الرمال ,South,250,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,45000,12,0
 Riyadh,   حي الصحافة ,South Westي,375,0,5,5,1,1,1,1,1,0,0,0,0,0,0,1,0,1,100000,11,1
 Riyadh,   حي الياسمين ,North,450,4,5,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,120000,12,1
 Riyadh,   حي منفوحة الجديدة ,West,200,24,5,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,9,0
 Riyadh,   حي منفوحة الجديدة ,West,200,23,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20000,6,0
 Riyadh,   حي العليا ,North Westي,200,10,4,4,3,1,1,1,1,0,1,0,0,0,0,1,0,0,100000,11,1
 Riyadh,   حي العارض ,West,400,0,5,5,2,1,1,0,0,0,1,0,0,0,0,0,0,0,80000,12,0
 Riyadh,   حي العارض ,North,400,0,4,5,2,1,1,0,1,0,1,0,0,0,0,0,0,1,70000,11,0
 Riyadh,   حي المونسية ,South,360,0,5,4,1,1,1,0,1,0,0,1,0,1,0,0,0,1,65000,10,0
 Riyadh,   حي الياسمين ,West,200,0,5,4,2,1,1,1,1,1,1,0,1,1,0,1,0,0,120000,11,1
 Riyadh,   حي بدر ,West,250,4,3,5,1,1,0,0,0,0,0,0,0,0,0,1,0,0,16000,9,0
 Riyadh,   حي الفيحاء ,North,375,16,7,5,2,0,1,1,1,0,0,1,0,1,0,1,0,1,65000,14,1
 Riyadh,   حي الرمال ,North,270,5,5,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,45000,11,0
 Riyadh,   حي الرمال ,North,300,3,4,5,1,1,1,0,1,0,0,1,0,1,0,0,0,0,40000,10,0
 Riyadh,   حي القيروان ,North,337,0,4,4,2,1,1,1,1,0,0,1,0,0,0,0,0,0,120000,10,1
 Riyadh,   حي العزيزية ,East,360,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,65000,12,1
 Riyadh,   حي البديعة ,North,120,36,7,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,15000,14,0
 Riyadh,   حي الخزامى ,North Eastي,360,0,6,5,2,1,1,1,1,0,1,0,0,1,0,1,0,0,200000,13,1
 Riyadh,   حي الياسمين ,North,375,0,5,5,2,1,1,0,1,0,1,1,0,1,0,0,0,0,110000,12,0
 Riyadh,   حي العليا ,South,650,7,5,4,3,1,0,1,1,0,1,0,0,1,0,0,0,0,100000,12,1
 Riyadh,   حي العارض ,South,440,0,4,4,3,1,1,1,1,0,0,1,0,1,0,0,1,0,100000,11,1
 Riyadh,   حي ظهرة لبن ,West,312,0,5,5,2,1,0,1,0,0,0,0,0,0,0,0,0,1,70000,12,0
 Riyadh,   حي حطين ,West,375,8,5,5,4,1,1,1,1,0,1,0,0,1,1,1,0,0,160000,14,1
 Riyadh,   حي العليا ,North,350,8,5,5,4,1,1,1,1,0,1,1,0,1,0,0,0,0,90000,14,1
 Riyadh,   حي الوشام ,North,140,25,5,3,1,1,0,0,0,0,1,1,0,1,0,0,0,0,28000,9,0
 Riyadh,   حي طويق ,West,300,0,4,5,1,1,1,1,1,0,0,1,0,0,0,0,0,0,33000,10,1
 Riyadh,   حي الحمراء ,North,350,12,4,5,2,1,1,1,1,1,1,0,1,1,0,0,0,0,90000,11,1
 Riyadh,   حي ام الحمام الغربي ,South Westي,757,7,7,5,3,1,1,1,1,0,1,1,1,1,0,0,0,0,420000,15,1
 Riyadh,   حي لبن ,North,400,0,4,4,2,1,1,1,1,0,0,0,0,1,0,0,0,0,70000,10,1
 Riyadh,   حي التعاون ,South Westي,250,0,4,5,1,1,1,0,1,0,1,0,0,0,0,0,0,0,130000,10,0
 Riyadh,   حي الرمال ,North Westي,390,0,5,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,55000,12,1
 Riyadh,   حي القادسية ,South,372,0,6,4,2,1,1,1,1,0,0,1,0,1,0,0,0,1,65000,12,1
 Riyadh,   حي الرمال ,North,400,0,6,5,4,1,1,1,1,0,0,1,0,1,0,0,0,1,50000,15,1
 Riyadh,   حي طويق ,North,375,5,7,5,1,1,1,0,1,0,0,1,0,1,0,0,0,1,35000,13,0
 Riyadh,   حي ظهرة البديعة ,South Westي,500,36,5,5,2,1,1,0,1,0,0,1,0,1,0,0,0,0,60000,12,0
 Riyadh,   حي السليمانية ,North,300,15,7,5,2,1,0,1,1,0,1,0,0,1,0,1,0,0,80000,14,1
 Riyadh,   حي الرمال ,North,270,0,5,5,3,1,0,1,1,0,0,1,0,1,0,0,0,0,35000,13,1
 Riyadh,   حي ام الحمام الشرقي ,East,450,0,6,4,2,1,1,1,1,0,1,0,0,0,0,0,0,0,120000,12,1
 Riyadh,   حي ام الحمام الشرقي ,West,600,0,5,3,1,1,0,1,1,0,0,0,0,0,0,0,0,0,100000,9,1
 Riyadh,   حي الصحافة ,West,350,6,3,4,1,1,1,1,1,1,1,0,1,1,0,0,0,0,140000,8,1
 Riyadh,   حي الشرق ,North,450,0,4,3,1,1,1,0,0,0,0,1,0,1,0,0,0,0,40000,8,0
 Riyadh,   حي الرمال ,East,216,0,5,5,2,1,1,0,0,0,0,0,0,0,0,1,0,0,40000,12,0
 Riyadh,   حي الوادي ,South Westي,910,10,5,5,4,1,1,1,1,1,1,1,0,1,0,0,0,1,220000,14,1
 Riyadh,   حي القادسية ,East,300,0,4,4,1,1,1,0,1,0,0,1,0,1,0,0,0,0,50000,9,0
 Riyadh,   حي طويق ,East,450,0,5,5,2,1,1,0,1,1,1,1,0,1,0,0,0,0,50000,12,0
 Riyadh,   حي الواحة ,North,250,9,5,5,2,1,1,1,1,0,1,0,0,0,0,1,0,0,120000,12,1
 Riyadh,   حي الرمال ,East,430,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,60000,12,1
 Riyadh,   حي طويق ,East,420,0,6,5,2,1,1,1,1,1,1,1,0,1,0,0,0,1,40000,13,1
 Riyadh,   حي القادسية ,South,360,0,5,5,2,1,1,0,1,0,0,1,0,1,0,0,1,0,55000,12,0
 Riyadh,   حي الروضة ,West,900,20,5,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,120000,11,1
 Riyadh,   حي العليا ,West,700,35,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,1,180000,14,1
 Riyadh,   حي السلام ,South Eastي,375,15,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,70000,12,1
 Riyadh,   حي سلطانة ,East,500,35,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,45000,12,1
 Riyadh,   حي العليا ,South,300,7,5,5,4,1,1,1,1,0,1,0,0,1,0,0,0,0,90000,14,1
 Riyadh,   حي الرمال ,West,372,0,4,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,40000,9,0
 Riyadh,   حي الرمال ,North,300,0,4,4,1,1,1,0,1,0,0,0,0,0,0,0,0,0,48000,9,0
 Riyadh,   حي المرسلات ,South,520,35,4,4,2,1,0,0,1,0,0,1,0,1,0,0,0,0,150000,10,0
 Riyadh,   حي الملك عبدالعزيز ,North Eastي,600,10,6,5,4,1,1,1,1,0,1,1,1,1,0,0,0,1,140000,15,1
 Riyadh,   حي الجنادرية ,West,300,0,5,5,2,1,1,0,1,0,0,0,0,1,0,0,0,0,38400,12,0
 Riyadh,   حي الملك عبدالعزيز ,North,375,0,6,5,3,0,1,0,1,0,0,0,0,0,0,0,0,0,90000,14,0
 Riyadh,   حي السعادة ,South Westي,300,0,5,4,1,1,1,0,1,0,0,0,0,0,0,0,0,1,48000,10,0
 Riyadh,   حي العارض ,North,330,0,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,1,85000,12,1
 Riyadh,   حي بدر ,South,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,35000,14,0
 Riyadh,   حي العريجاء الوسطى ,North,800,10,7,5,3,1,1,1,1,0,1,1,0,1,0,0,0,0,70000,15,1
 Riyadh,   حي عرقة ,North,275,5,7,5,1,1,1,0,1,0,0,0,0,1,0,0,0,0,75000,13,0
 Riyadh,   حي العارض ,West,300,0,5,5,2,1,1,1,1,0,1,1,0,1,0,1,0,0,120000,12,1
 Riyadh,   حي الملك عبدالله ,North,500,2,5,5,2,1,1,1,1,0,1,0,1,1,1,0,0,0,170000,12,1
 Riyadh,   حي الربيع ,South,405,3,3,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,120000,9,1
 Riyadh,   حي الجنادرية ,3 شوارع,250,0,4,4,2,1,1,0,0,1,1,0,0,1,0,0,0,0,40000,10,0
 Riyadh,   حي الملك عبدالله ,West,190,5,3,4,1,1,1,0,1,0,1,1,1,0,0,0,0,0,70000,8,0
 Riyadh,   حي الوادي ,West,315,3,4,4,3,1,1,0,1,0,0,0,0,1,0,0,0,0,120000,11,0
 Riyadh,   حي اشبيلية ,West,308,7,4,4,1,1,0,0,1,0,0,1,0,0,0,0,0,0,60000,9,0
 Riyadh,   حي الملقا ,West,200,0,3,5,2,0,0,0,1,0,0,0,0,1,0,1,0,0,120000,10,0
 Riyadh,   حي الرمال ,West,350,2,5,5,3,1,1,1,1,0,1,1,0,1,0,1,0,0,45000,13,1
 Riyadh,   حي الرمال ,North,420,0,4,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,45000,11,1
 Riyadh,   حي الاسكان ,North Eastي,400,5,5,3,1,1,1,0,0,0,0,1,0,1,0,0,0,1,30000,9,0
 Riyadh,   حي طويق ,East,420,0,7,5,1,1,1,1,1,1,1,1,0,1,0,1,0,1,55000,13,1
 Riyadh,   حي العارض ,South,250,2,5,5,2,1,1,1,1,0,0,0,0,0,0,1,0,0,85000,12,1
 Riyadh,   حي بدر ,South,360,16,7,5,2,1,1,0,1,0,0,0,0,1,0,1,0,0,35000,14,0
 Riyadh,   حي الرمال ,South,368,0,3,4,3,1,1,0,0,0,0,1,0,1,0,0,0,0,36000,10,0
 Riyadh,   حي النرجس ,North,300,5,3,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,85000,10,1
 Riyadh,   حي المونسية ,West,200,0,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,11,0
 Riyadh,   حي العارض ,North,365,0,4,4,1,1,1,1,1,0,0,1,0,1,0,0,0,0,75000,9,1
 Riyadh,   حي الرمال ,South Eastي,360,0,5,2,3,1,1,1,1,0,0,0,0,1,0,0,0,1,150000,10,1
 Riyadh,   حي الرمال ,North,300,3,4,4,2,1,1,0,1,0,0,0,0,0,0,0,0,1,43000,10,0
 Riyadh,   حي النرجس ,North,300,4,5,5,2,1,1,0,1,0,1,0,0,1,0,0,0,0,100000,12,0
 Riyadh,   حي المونسية ,West,420,0,5,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,80000,12,1
 Riyadh,   حي اليرموك ,North,400,15,5,5,2,1,0,1,0,0,1,1,0,0,0,0,0,0,65000,12,0
 Riyadh,   حي الياسمين ,West,400,0,3,5,3,1,0,0,1,0,1,0,0,0,0,0,0,0,200000,11,0
 Riyadh,   حي التعاون ,North,130,0,3,3,1,1,1,1,1,0,1,1,1,1,1,0,0,0,130000,7,1
 Riyadh,   حي ظهرة لبن ,West,200,0,6,3,2,1,1,0,0,0,0,0,0,0,0,1,0,1,35000,11,0
 Riyadh,   حي المونسية ,East,270,0,3,5,2,1,1,0,1,0,0,1,0,0,0,0,0,0,65000,10,0
 Riyadh,   حي الشرق ,West,350,0,7,5,2,1,1,0,1,0,0,1,0,1,0,0,0,1,40000,14,0
 Riyadh,   حي العزيزية ,North,315,8,5,5,2,1,1,1,1,0,1,1,0,1,0,0,0,0,50000,12,1
 Riyadh,   حي الياسمين ,North,250,4,4,5,1,1,0,1,1,0,1,0,0,1,0,0,0,0,95000,10,1
 Riyadh,   حي الشرق ,East,255,0,3,4,1,1,1,0,1,0,0,0,0,1,0,1,0,0,40000,8,0
 Riyadh,   حي الخالدية ,West,500,20,7,5,2,1,1,1,1,0,0,1,0,1,0,0,0,0,70000,14,1
 Riyadh,   حي الرفيعة ,West,400,6,4,5,2,1,1,1,1,0,1,0,0,1,0,0,0,0,120000,11,1
